instrument_id,protection_id,link_type
DE_A20_LOAN_00139,PROT_00423,COLLATERAL
DE_A20_LOAN_00140,PROT_00292,COLLATERAL
DE_A20_LOAN_00141,PROT_00472,COLLATERAL
DE_A20_LOAN_00142,PROT_00148,COLLATERAL
DE_A20_LOAN_00143,PROT_00225,COLLATERAL
DE_A20_LOAN_00144,PROT_00064,COLLATERAL
DE_A20_LOAN_00145,PROT_00240,COLLATERAL
DE_A20_LOAN_00146,PROT_00353,COLLATERAL
DE_A20_LOAN_00147,PROT_00156,COLLATERAL
DE_A20_LOAN_00148,PROT_00359,COLLATERAL
DE_A20_LOAN_00149,PROT_00207,COLLATERAL
DE_A20_LOAN_00150,PROT_00483,COLLATERAL
DE_A20_LOAN_00151,PROT_00140,COLLATERAL
DE_A20_LOAN_00152,PROT_00257,COLLATERAL
DE_A20_LOAN_00153,PROT_00277,COLLATERAL
DE_A20_LOAN_00154,PROT_00253,COLLATERAL
DE_A20_LOAN_00155,PROT_00225,COLLATERAL
DE_A20_LOAN_00156,PROT_00042,COLLATERAL
DE_A20_LOAN_00157,PROT_00307,COLLATERAL
DE_A20_LOAN_00158,PROT_00021,COLLATERAL
DE_A20_LOAN_00159,PROT_00456,COLLATERAL
DE_A20_LOAN_00160,PROT_00222,COLLATERAL
DE_A20_LOAN_00161,PROT_00377,COLLATERAL
DE_A20_LOAN_00162,PROT_00166,COLLATERAL
DE_A20_LOAN_00163,PROT_00310,COLLATERAL
DE_A20_LOAN_00164,PROT_00129,COLLATERAL
DE_A20_LOAN_00165,PROT_00014,COLLATERAL
DE_A20_LOAN_00166,PROT_00047,COLLATERAL
DE_A20_LOAN_00167,PROT_00118,COLLATERAL
DE_A20_LOAN_00168,PROT_00493,COLLATERAL
DE_A20_LOAN_00169,PROT_00346,COLLATERAL
DE_A20_LOAN_00170,PROT_00429,COLLATERAL
DE_A20_LOAN_00171,PROT_00441,COLLATERAL
DE_A20_LOAN_00172,PROT_00295,COLLATERAL
DE_A20_LOAN_00173,PROT_00301,COLLATERAL
DE_A20_LOAN_00174,PROT_00487,COLLATERAL
DE_A20_LOAN_00175,PROT_00011,COLLATERAL
DE_A20_LOAN_00176,PROT_00392,COLLATERAL
DE_A20_LOAN_00177,PROT_00345,COLLATERAL
DE_A20_LOAN_00178,PROT_00421,COLLATERAL
DE_A20_LOAN_00179,PROT_00138,COLLATERAL
DE_A20_LOAN_00180,PROT_00296,COLLATERAL
DE_A20_LOAN_00181,PROT_00021,COLLATERAL
DE_A20_LOAN_00182,PROT_00391,COLLATERAL
DE_A20_LOAN_00183,PROT_00388,COLLATERAL
DE_A20_LOAN_00184,PROT_00090,COLLATERAL
DE_A20_LOAN_00185,PROT_00241,COLLATERAL
DE_A20_LOAN_00186,PROT_00266,COLLATERAL
DE_A20_LOAN_00187,PROT_00334,COLLATERAL
DE_A20_LOAN_00188,PROT_00227,COLLATERAL
DE_A20_LOAN_00189,PROT_00470,COLLATERAL
DE_A20_LOAN_00190,PROT_00143,COLLATERAL
DE_A20_LOAN_00191,PROT_00093,COLLATERAL
DE_A20_LOAN_00192,PROT_00300,COLLATERAL
DE_A20_LOAN_00193,PROT_00224,COLLATERAL
DE_A20_LOAN_00194,PROT_00326,COLLATERAL
DE_A20_LOAN_00195,PROT_00417,COLLATERAL
DE_A20_LOAN_00196,PROT_00252,COLLATERAL
DE_A20_LOAN_00197,PROT_00497,COLLATERAL
DE_A20_LOAN_00198,PROT_00047,COLLATERAL
DE_A20_LOAN_00199,PROT_00241,COLLATERAL
DE_A20_LOAN_00200,PROT_00179,COLLATERAL
DE_A20_LOAN_00201,PROT_00210,COLLATERAL
DE_A20_LOAN_00202,PROT_00171,COLLATERAL
DE_A20_LOAN_00203,PROT_00165,COLLATERAL
DE_A20_LOAN_00204,PROT_00344,COLLATERAL
DE_A20_LOAN_00205,PROT_00054,COLLATERAL
DE_A20_LOAN_00206,PROT_00440,COLLATERAL
DE_A20_LOAN_00207,PROT_00083,COLLATERAL
DE_A20_LOAN_00208,PROT_00169,COLLATERAL
DE_A20_LOAN_00209,PROT_00211,COLLATERAL
DE_A20_LOAN_00210,PROT_00356,COLLATERAL
DE_A20_LOAN_00211,PROT_00254,COLLATERAL
DE_A20_LOAN_00212,PROT_00148,COLLATERAL
DE_A20_LOAN_00213,PROT_00340,COLLATERAL
DE_A20_LOAN_00214,PROT_00484,COLLATERAL
DE_A20_LOAN_00215,PROT_00206,COLLATERAL
DE_A20_LOAN_00216,PROT_00417,COLLATERAL
DE_A20_LOAN_00217,PROT_00390,COLLATERAL
DE_A20_LOAN_00218,PROT_00282,COLLATERAL
DE_A20_LOAN_00219,PROT_00019,COLLATERAL
DE_A20_LOAN_00220,PROT_00233,COLLATERAL
DE_A20_LOAN_00221,PROT_00046,COLLATERAL
DE_A20_LOAN_00222,PROT_00162,COLLATERAL
DE_A20_LOAN_00223,PROT_00130,COLLATERAL
DE_A20_LOAN_00224,PROT_00166,COLLATERAL
DE_A20_LOAN_00225,PROT_00060,COLLATERAL
DE_A20_LOAN_00226,PROT_00497,COLLATERAL
DE_A20_LOAN_00227,PROT_00396,COLLATERAL
DE_A20_LOAN_00228,PROT_00207,COLLATERAL
DE_A20_LOAN_00229,PROT_00443,COLLATERAL
DE_A20_LOAN_00230,PROT_00264,COLLATERAL
DE_A20_LOAN_00231,PROT_00423,COLLATERAL
DE_A20_LOAN_00232,PROT_00001,COLLATERAL
DE_A20_LOAN_00233,PROT_00337,COLLATERAL
DE_A20_LOAN_00234,PROT_00446,COLLATERAL
DE_A20_LOAN_00235,PROT_00278,COLLATERAL
DE_A20_LOAN_00236,PROT_00237,COLLATERAL
DE_A20_LOAN_00237,PROT_00212,COLLATERAL
DE_A20_LOAN_00238,PROT_00028,COLLATERAL
DE_A20_LOAN_00239,PROT_00097,COLLATERAL
DE_A20_LOAN_00240,PROT_00266,COLLATERAL
DE_A20_LOAN_00241,PROT_00186,COLLATERAL
DE_A20_LOAN_00242,PROT_00319,COLLATERAL
DE_A20_LOAN_00243,PROT_00388,COLLATERAL
DE_A20_LOAN_00244,PROT_00256,COLLATERAL
DE_A20_LOAN_00245,PROT_00321,COLLATERAL
DE_A20_LOAN_00246,PROT_00227,COLLATERAL
DE_A20_LOAN_00247,PROT_00390,COLLATERAL
DE_A20_LOAN_00248,PROT_00027,COLLATERAL
DE_A20_LOAN_00249,PROT_00105,COLLATERAL
DE_A20_LOAN_00250,PROT_00137,COLLATERAL
DE_A20_LOAN_00251,PROT_00282,COLLATERAL
DE_A20_LOAN_00252,PROT_00068,COLLATERAL
DE_A20_LOAN_00253,PROT_00475,COLLATERAL
DE_A20_LOAN_00254,PROT_00148,COLLATERAL
DE_A20_LOAN_00255,PROT_00225,COLLATERAL
DE_A20_LOAN_00256,PROT_00451,COLLATERAL
DE_A20_LOAN_00257,PROT_00358,COLLATERAL
DE_A20_LOAN_00258,PROT_00249,COLLATERAL
DE_A20_LOAN_00259,PROT_00063,COLLATERAL
DE_A20_LOAN_00260,PROT_00015,COLLATERAL
DE_A20_LOAN_00261,PROT_00499,COLLATERAL
DE_A20_LOAN_00262,PROT_00323,COLLATERAL
DE_A20_LOAN_00263,PROT_00312,COLLATERAL
DE_A20_LOAN_00264,PROT_00410,COLLATERAL
DE_A20_LOAN_00265,PROT_00123,COLLATERAL
DE_A20_LOAN_00266,PROT_00364,COLLATERAL
DE_A20_LOAN_00267,PROT_00082,COLLATERAL
DE_A20_LOAN_00268,PROT_00160,COLLATERAL
DE_A20_LOAN_00269,PROT_00283,COLLATERAL
DE_A20_LOAN_00270,PROT_00008,COLLATERAL
DE_A20_LOAN_00271,PROT_00283,COLLATERAL
DE_A20_LOAN_00272,PROT_00209,COLLATERAL
DE_A20_LOAN_00273,PROT_00048,COLLATERAL
DE_A20_LOAN_00274,PROT_00116,COLLATERAL
DE_A20_LOAN_00275,PROT_00431,COLLATERAL
DE_A20_LOAN_00276,PROT_00468,COLLATERAL
DE_A20_LOAN_00277,PROT_00059,COLLATERAL
DE_A20_LOAN_00278,PROT_00237,COLLATERAL
DE_A20_LOAN_00279,PROT_00485,COLLATERAL
DE_A20_LOAN_00280,PROT_00061,COLLATERAL
DE_A20_LOAN_00281,PROT_00332,COLLATERAL
DE_A20_LOAN_00282,PROT_00427,COLLATERAL
DE_A20_LOAN_00283,PROT_00079,COLLATERAL
DE_A20_LOAN_00284,PROT_00256,COLLATERAL
DE_A20_LOAN_00285,PROT_00478,COLLATERAL
DE_A20_LOAN_00286,PROT_00367,COLLATERAL
DE_A20_LOAN_00287,PROT_00150,COLLATERAL
DE_A20_LOAN_00288,PROT_00261,COLLATERAL
DE_A20_LOAN_00289,PROT_00362,COLLATERAL
DE_A20_LOAN_00290,PROT_00140,COLLATERAL
DE_A20_LOAN_00291,PROT_00213,COLLATERAL
DE_A20_LOAN_00292,PROT_00428,COLLATERAL
DE_A20_LOAN_00293,PROT_00248,COLLATERAL
DE_A20_LOAN_00294,PROT_00242,COLLATERAL
DE_A20_LOAN_00295,PROT_00125,COLLATERAL
DE_A20_LOAN_00296,PROT_00234,COLLATERAL
DE_A20_LOAN_00297,PROT_00283,COLLATERAL
DE_A20_LOAN_00298,PROT_00075,COLLATERAL
DE_A20_LOAN_00299,PROT_00197,COLLATERAL
DE_A20_LOAN_00300,PROT_00098,COLLATERAL
DE_A20_LOAN_00301,PROT_00472,COLLATERAL
DE_A20_LOAN_00302,PROT_00307,COLLATERAL
DE_A20_LOAN_00303,PROT_00261,COLLATERAL
DE_A20_LOAN_00304,PROT_00383,COLLATERAL
DE_A20_LOAN_00305,PROT_00451,COLLATERAL
DE_A20_LOAN_00306,PROT_00070,COLLATERAL
DE_A20_LOAN_00307,PROT_00443,COLLATERAL
DE_A20_LOAN_00308,PROT_00036,COLLATERAL
DE_A20_LOAN_00309,PROT_00142,COLLATERAL
DE_A20_LOAN_00310,PROT_00396,COLLATERAL
DE_A20_LOAN_00311,PROT_00405,COLLATERAL
DE_A20_LOAN_00312,PROT_00438,COLLATERAL
DE_A20_LOAN_00313,PROT_00213,COLLATERAL
DE_A20_LOAN_00314,PROT_00175,COLLATERAL
DE_A20_LOAN_00315,PROT_00479,COLLATERAL
DE_A20_LOAN_00316,PROT_00404,COLLATERAL
DE_A20_LOAN_00317,PROT_00260,COLLATERAL
DE_A20_LOAN_00318,PROT_00137,COLLATERAL
DE_A20_LOAN_00319,PROT_00421,COLLATERAL
DE_A20_LOAN_00320,PROT_00002,COLLATERAL
DE_A20_LOAN_00321,PROT_00145,COLLATERAL
DE_A20_LOAN_00322,PROT_00372,COLLATERAL
DE_A20_LOAN_00323,PROT_00153,COLLATERAL
DE_A20_LOAN_00324,PROT_00429,COLLATERAL
DE_A20_LOAN_00325,PROT_00301,COLLATERAL
DE_A20_LOAN_00326,PROT_00297,COLLATERAL
DE_A20_LOAN_00327,PROT_00338,COLLATERAL
DE_A20_LOAN_00328,PROT_00251,COLLATERAL
DE_A20_LOAN_00329,PROT_00444,COLLATERAL
DE_A20_LOAN_00330,PROT_00077,COLLATERAL
DE_A20_LOAN_00331,PROT_00229,COLLATERAL
DE_A20_LOAN_00332,PROT_00276,COLLATERAL
DE_A20_LOAN_00333,PROT_00248,COLLATERAL
DE_A20_LOAN_00334,PROT_00177,COLLATERAL
DE_A20_LOAN_00335,PROT_00171,COLLATERAL
DE_A20_LOAN_00336,PROT_00283,COLLATERAL
DE_A20_LOAN_00337,PROT_00391,COLLATERAL
DE_A20_LOAN_00338,PROT_00279,COLLATERAL
DE_A20_LOAN_00339,PROT_00194,COLLATERAL
DE_A20_LOAN_00340,PROT_00234,COLLATERAL
DE_A20_LOAN_00341,PROT_00478,COLLATERAL
DE_A20_LOAN_00342,PROT_00165,COLLATERAL
DE_A20_LOAN_00343,PROT_00446,COLLATERAL
DE_A20_LOAN_00344,PROT_00097,COLLATERAL
DE_A20_LOAN_00345,PROT_00358,COLLATERAL
DE_A20_LOAN_00346,PROT_00123,COLLATERAL
DE_A20_LOAN_00347,PROT_00293,COLLATERAL
DE_A20_LOAN_00348,PROT_00197,COLLATERAL
DE_A20_LOAN_00349,PROT_00120,COLLATERAL
DE_A20_LOAN_00350,PROT_00439,COLLATERAL
DE_A20_LOAN_00351,PROT_00398,COLLATERAL
DE_A20_LOAN_00352,PROT_00211,COLLATERAL
DE_A20_LOAN_00353,PROT_00023,COLLATERAL
DE_A20_LOAN_00354,PROT_00163,COLLATERAL
DE_A20_LOAN_00355,PROT_00382,COLLATERAL
DE_A20_LOAN_00356,PROT_00243,COLLATERAL
DE_A20_LOAN_00357,PROT_00362,COLLATERAL
DE_A20_LOAN_00358,PROT_00468,COLLATERAL
DE_A20_LOAN_00359,PROT_00416,COLLATERAL
DE_A20_LOAN_00360,PROT_00196,COLLATERAL
DE_A20_LOAN_00361,PROT_00198,COLLATERAL
DE_A20_LOAN_00362,PROT_00340,COLLATERAL
DE_A20_LOAN_00363,PROT_00406,COLLATERAL
DE_A20_LOAN_00364,PROT_00421,COLLATERAL
DE_A20_LOAN_00365,PROT_00334,COLLATERAL
DE_A20_LOAN_00366,PROT_00078,COLLATERAL
DE_A20_LOAN_00367,PROT_00254,COLLATERAL
DE_A20_LOAN_00368,PROT_00494,COLLATERAL
DE_A20_LOAN_00369,PROT_00019,COLLATERAL
DE_A20_LOAN_00370,PROT_00065,COLLATERAL
DE_A20_LOAN_00371,PROT_00258,COLLATERAL
DE_A20_LOAN_00372,PROT_00495,COLLATERAL
DE_A20_LOAN_00373,PROT_00303,COLLATERAL
DE_A20_LOAN_00374,PROT_00170,COLLATERAL
DE_A20_LOAN_00375,PROT_00446,COLLATERAL
DE_A20_LOAN_00376,PROT_00052,COLLATERAL
DE_A20_LOAN_00377,PROT_00448,COLLATERAL
DE_A20_LOAN_00378,PROT_00433,COLLATERAL
DE_A20_LOAN_00379,PROT_00226,COLLATERAL
DE_A20_LOAN_00380,PROT_00052,COLLATERAL
DE_A20_LOAN_00381,PROT_00270,COLLATERAL
DE_A20_LOAN_00382,PROT_00467,COLLATERAL
DE_A20_LOAN_00383,PROT_00234,COLLATERAL
DE_A20_LOAN_00384,PROT_00008,COLLATERAL
DE_A20_LOAN_00385,PROT_00370,COLLATERAL
DE_A20_LOAN_00386,PROT_00074,COLLATERAL
DE_A20_LOAN_00387,PROT_00210,COLLATERAL
DE_A20_LOAN_00388,PROT_00446,COLLATERAL
DE_A20_LOAN_00389,PROT_00336,COLLATERAL
DE_A20_LOAN_00390,PROT_00497,COLLATERAL
DE_A20_LOAN_00391,PROT_00080,COLLATERAL
DE_A20_LOAN_00392,PROT_00039,COLLATERAL
DE_A20_LOAN_00393,PROT_00241,COLLATERAL
DE_A20_LOAN_00394,PROT_00401,COLLATERAL
DE_A20_LOAN_00395,PROT_00497,COLLATERAL
DE_A20_LOAN_00396,PROT_00136,COLLATERAL
DE_A20_LOAN_00397,PROT_00174,COLLATERAL
DE_A20_LOAN_00398,PROT_00320,COLLATERAL
DE_A20_LOAN_00399,PROT_00355,COLLATERAL
DE_A20_LOAN_00400,PROT_00204,COLLATERAL
DE_A20_LOAN_00401,PROT_00333,COLLATERAL
DE_A20_LOAN_00402,PROT_00042,COLLATERAL
DE_A20_LOAN_00403,PROT_00437,COLLATERAL
DE_A20_LOAN_00404,PROT_00169,COLLATERAL
DE_A20_LOAN_00405,PROT_00437,COLLATERAL
DE_A20_LOAN_00406,PROT_00346,COLLATERAL
DE_A20_LOAN_00407,PROT_00440,COLLATERAL
DE_A20_LOAN_00408,PROT_00274,COLLATERAL
DE_A20_LOAN_00409,PROT_00195,COLLATERAL
DE_A20_LOAN_00410,PROT_00489,COLLATERAL
DE_A20_LOAN_00411,PROT_00163,COLLATERAL
DE_A20_LOAN_00412,PROT_00321,COLLATERAL
DE_A20_LOAN_00413,PROT_00368,COLLATERAL
DE_A20_LOAN_00414,PROT_00455,COLLATERAL
DE_A20_LOAN_00415,PROT_00389,COLLATERAL
DE_A20_LOAN_00416,PROT_00250,COLLATERAL
DE_A20_LOAN_00417,PROT_00447,COLLATERAL
DE_A20_LOAN_00418,PROT_00278,COLLATERAL
DE_A20_LOAN_00419,PROT_00019,COLLATERAL
DE_A20_LOAN_00420,PROT_00317,COLLATERAL
DE_A20_LOAN_00421,PROT_00036,COLLATERAL
DE_A20_LOAN_00422,PROT_00121,COLLATERAL
DE_A20_LOAN_00423,PROT_00324,COLLATERAL
DE_A20_LOAN_00424,PROT_00351,COLLATERAL
DE_A20_LOAN_00425,PROT_00472,COLLATERAL
DE_A20_LOAN_00426,PROT_00148,COLLATERAL
DE_A20_LOAN_00427,PROT_00117,COLLATERAL
DE_A20_LOAN_00428,PROT_00383,COLLATERAL
DE_A20_LOAN_00429,PROT_00047,COLLATERAL
DE_A20_LOAN_00430,PROT_00223,COLLATERAL
DE_A20_LOAN_00431,PROT_00051,COLLATERAL
DE_A20_LOAN_00432,PROT_00390,COLLATERAL
DE_A20_LOAN_00433,PROT_00325,COLLATERAL
DE_A20_LOAN_00434,PROT_00361,COLLATERAL
DE_A20_LOAN_00435,PROT_00447,COLLATERAL
DE_A20_LOAN_00436,PROT_00052,COLLATERAL
DE_A20_LOAN_00437,PROT_00228,COLLATERAL
DE_A20_LOAN_00438,PROT_00086,COLLATERAL
DE_A20_LOAN_00439,PROT_00356,COLLATERAL
DE_A20_LOAN_00440,PROT_00154,COLLATERAL
DE_A20_LOAN_00441,PROT_00463,COLLATERAL
DE_A20_LOAN_00442,PROT_00015,COLLATERAL
DE_A20_LOAN_00443,PROT_00024,COLLATERAL
DE_A20_LOAN_00444,PROT_00167,COLLATERAL
DE_A20_LOAN_00445,PROT_00408,COLLATERAL
DE_A20_LOAN_00446,PROT_00029,COLLATERAL
DE_A20_LOAN_00447,PROT_00151,COLLATERAL
DE_A20_LOAN_00448,PROT_00184,COLLATERAL
DE_A20_LOAN_00449,PROT_00192,COLLATERAL
DE_A20_LOAN_00450,PROT_00221,COLLATERAL
DE_A20_LOAN_00451,PROT_00075,COLLATERAL
DE_A20_LOAN_00452,PROT_00126,COLLATERAL
DE_A20_LOAN_00453,PROT_00272,COLLATERAL
DE_A20_LOAN_00454,PROT_00211,COLLATERAL
DE_A20_LOAN_00455,PROT_00290,COLLATERAL
DE_A20_LOAN_00456,PROT_00350,COLLATERAL
DE_A20_LOAN_00457,PROT_00406,COLLATERAL
DE_A20_LOAN_00458,PROT_00093,COLLATERAL
DE_A20_LOAN_00459,PROT_00088,COLLATERAL
DE_A20_LOAN_00460,PROT_00090,COLLATERAL
DE_A20_LOAN_00461,PROT_00041,COLLATERAL
DE_A20_LOAN_00462,PROT_00313,COLLATERAL
DE_A20_LOAN_00463,PROT_00446,COLLATERAL
DE_A20_LOAN_00464,PROT_00196,COLLATERAL
DE_A20_LOAN_00465,PROT_00318,COLLATERAL
DE_A20_LOAN_00466,PROT_00350,COLLATERAL
DE_A20_LOAN_00467,PROT_00124,COLLATERAL
DE_A20_LOAN_00468,PROT_00255,COLLATERAL
DE_A20_LOAN_00469,PROT_00468,COLLATERAL
DE_A20_LOAN_00470,PROT_00299,COLLATERAL
DE_A20_LOAN_00471,PROT_00074,COLLATERAL
DE_A20_LOAN_00472,PROT_00119,COLLATERAL
DE_A20_LOAN_00473,PROT_00237,COLLATERAL
DE_A20_LOAN_00474,PROT_00327,COLLATERAL
DE_A20_LOAN_00475,PROT_00131,COLLATERAL
DE_A20_LOAN_00476,PROT_00236,COLLATERAL
DE_A20_LOAN_00477,PROT_00131,COLLATERAL
DE_A20_LOAN_00478,PROT_00342,COLLATERAL
DE_A20_LOAN_00479,PROT_00005,COLLATERAL
DE_A20_LOAN_00480,PROT_00461,COLLATERAL
