party_id,party_rigg_id,counterparty_sector,country,is_rigg_aligned
DE_PARTY_00090,RIGG_DE_00090,S11,DE,True
DE_PARTY_00091,RIGG_DE_00091,S11,DE,True
DE_PARTY_00092,RIGG_DE_00092,S11,DE,True
DE_PARTY_00093,RIGG_DE_00093,S11,DE,True
DE_PARTY_00094,RIGG_DE_00094,S11,DE,True
DE_PARTY_00095,RIGG_DE_00095,S11,DE,True
DE_PARTY_00096,RIGG_DE_00096,S11,DE,True
DE_PARTY_00097,RIGG_DE_00097,S11,DE,True
DE_PARTY_00098,RIGG_DE_00098,S11,DE,True
DE_PARTY_00099,RIGG_DE_00099,S11,DE,True
DE_PARTY_00100,RIGG_DE_00100,S11,DE,True
DE_PARTY_00101,RIGG_DE_00101,S11,DE,True
DE_PARTY_00102,RIGG_DE_00102,S11,DE,True
DE_PARTY_00103,RIGG_DE_00103,S11,DE,True
DE_PARTY_00104,RIGG_DE_00104,S11,DE,True
DE_PARTY_00105,RIGG_DE_00105,S11,DE,True
DE_PARTY_00106,RIGG_DE_00106,S11,DE,True
DE_PARTY_00107,RIGG_DE_00107,S11,DE,True
DE_PARTY_00108,RIGG_DE_00108,S11,DE,True
DE_PARTY_00109,RIGG_DE_00109,S11,DE,True
DE_PARTY_00110,RIGG_DE_00110,S11,DE,True
DE_PARTY_00111,RIGG_DE_00111,S11,DE,True
DE_PARTY_00112,RIGG_DE_00112,S11,DE,True
DE_PARTY_00113,RIGG_DE_00113,S11,DE,True
DE_PARTY_00114,RIGG_DE_00114,S11,DE,True
DE_PARTY_00115,RIGG_DE_00115,S11,DE,True
DE_PARTY_00116,RIGG_DE_00116,S11,DE,True
DE_PARTY_00117,RIGG_DE_00117,S11,DE,True
DE_PARTY_00118,RIGG_DE_00118,S11,DE,True
DE_PARTY_00119,RIGG_DE_00119,S11,DE,True
DE_PARTY_00120,RIGG_DE_00120,S11,DE,True
DE_PARTY_00121,RIGG_DE_00121,S11,DE,True
DE_PARTY_00122,RIGG_DE_00122,S11,DE,True
DE_PARTY_00123,RIGG_DE_00123,S11,DE,True
DE_PARTY_00124,RIGG_DE_00124,S11,DE,True
DE_PARTY_00125,RIGG_DE_00125,S11,DE,True
DE_PARTY_00126,RIGG_DE_00126,S11,DE,True
DE_PARTY_00127,RIGG_DE_00127,S11,DE,True
DE_PARTY_00128,RIGG_DE_00128,S11,DE,True
DE_PARTY_00129,RIGG_DE_00129,S11,DE,True
DE_PARTY_00130,RIGG_DE_00130,S11,DE,True
DE_PARTY_00131,RIGG_DE_00131,S11,DE,True
DE_PARTY_00132,RIGG_DE_00132,S11,DE,True
DE_PARTY_00133,RIGG_DE_00133,S11,DE,True
DE_PARTY_00134,RIGG_DE_00134,S11,DE,True
DE_PARTY_00135,RIGG_DE_00135,S11,DE,True
DE_PARTY_00136,RIGG_DE_00136,S11,DE,True
DE_PARTY_00137,RIGG_DE_00137,S11,DE,True
DE_PARTY_00138,RIGG_DE_00138,S11,DE,True
DE_PARTY_00139,RIGG_DE_00139,S11,DE,True
DE_PARTY_00140,RIGG_DE_00140,S11,DE,True
DE_PARTY_00141,RIGG_DE_00141,S11,DE,True
DE_PARTY_00142,RIGG_DE_00142,S11,DE,True
DE_PARTY_00143,RIGG_DE_00143,S11,DE,True
DE_PARTY_00144,RIGG_DE_00144,S11,DE,True
DE_PARTY_00145,RIGG_DE_00145,S11,DE,True
DE_PARTY_00146,RIGG_DE_00146,S11,DE,True
DE_PARTY_00147,RIGG_DE_00147,S11,DE,True
DE_PARTY_00148,RIGG_DE_00148,S11,DE,True
DE_PARTY_00149,RIGG_DE_00149,S11,DE,True
DE_PARTY_00150,RIGG_DE_00150,S11,DE,True
DE_PARTY_00151,RIGG_DE_00151,S11,DE,True
DE_PARTY_00152,RIGG_DE_00152,S11,DE,True
DE_PARTY_00153,RIGG_DE_00153,S11,DE,True
DE_PARTY_00154,RIGG_DE_00154,S11,DE,True
DE_PARTY_00155,RIGG_DE_00155,S11,DE,True
DE_PARTY_00156,RIGG_DE_00156,S11,DE,True
DE_PARTY_00157,RIGG_DE_00157,S11,DE,True
DE_PARTY_00158,RIGG_DE_00158,S11,DE,True
DE_PARTY_00159,RIGG_DE_00159,S11,DE,True
DE_PARTY_00160,RIGG_DE_00160,S11,DE,True
DE_PARTY_00161,RIGG_DE_00161,S11,DE,True
DE_PARTY_00162,RIGG_DE_00162,S11,DE,True
DE_PARTY_00163,RIGG_DE_00163,S11,DE,True
DE_PARTY_00164,RIGG_DE_00164,S11,DE,True
DE_PARTY_00165,RIGG_DE_00165,S11,DE,True
DE_PARTY_00166,RIGG_DE_00166,S11,DE,True
DE_PARTY_00167,RIGG_DE_00167,S11,DE,True
DE_PARTY_00168,RIGG_DE_00168,S11,DE,True
DE_PARTY_00169,RIGG_DE_00169,S11,DE,True
DE_PARTY_00170,RIGG_DE_00170,S11,DE,True
DE_PARTY_00171,RIGG_DE_00171,S11,DE,True
DE_PARTY_00172,RIGG_DE_00172,S11,DE,True
DE_PARTY_00173,RIGG_DE_00173,S11,DE,True
DE_PARTY_00174,RIGG_DE_00174,S11,DE,True
DE_PARTY_00175,RIGG_DE_00175,S11,DE,True
DE_PARTY_00176,RIGG_DE_00176,S11,DE,True
DE_PARTY_00177,RIGG_DE_00177,S11,DE,True
DE_PARTY_00178,RIGG_DE_00178,S11,DE,True
DE_PARTY_00179,RIGG_DE_00179,S11,DE,True
DE_PARTY_00180,RIGG_DE_00180,S11,DE,True
DE_PARTY_00181,RIGG_DE_00181,S11,DE,True
DE_PARTY_00182,RIGG_DE_00182,S11,DE,True
DE_PARTY_00183,RIGG_DE_00183,S11,DE,True
DE_PARTY_00184,RIGG_DE_00184,S11,DE,True
DE_PARTY_00185,RIGG_DE_00185,S11,DE,True
DE_PARTY_00186,RIGG_DE_00186,S11,DE,True
DE_PARTY_00187,RIGG_DE_00187,S11,DE,True
DE_PARTY_00188,RIGG_DE_00188,S11,DE,True
DE_PARTY_00189,RIGG_DE_00189,S11,DE,True
DE_PARTY_00190,RIGG_DE_00190,S11,DE,True
DE_PARTY_00191,RIGG_DE_00191,S11,DE,True
DE_PARTY_00192,RIGG_DE_00192,S11,DE,True
DE_PARTY_00193,RIGG_DE_00193,S11,DE,True
DE_PARTY_00194,RIGG_DE_00194,S11,DE,True
DE_PARTY_00195,RIGG_DE_00195,S11,DE,True
DE_PARTY_00196,RIGG_DE_00196,S11,DE,True
DE_PARTY_00197,RIGG_DE_00197,S11,DE,True
DE_PARTY_00198,RIGG_DE_00198,S11,DE,True
DE_PARTY_00199,RIGG_DE_00199,S11,DE,True
DE_PARTY_00200,RIGG_DE_00200,S11,DE,True
